suburb,address,listing_type,property_type,postcode,buy_price,rent_price,bedrooms,bathrooms,carspaces,landsize,year_built,latitude,longitude,features
Eltham,1/1326 Main Rd,rent,townhouse,3095,751000,1126,3,2,2,247,2009,-37.70318,145.16467,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Kensington,33 Barnett St,rent,house,3031,1260000,1890,3,2,2,250,1900,-37.792,144.9324,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,4/21 Main St,rent,townhouse,3044,755000,1132,3,1,2,234,1993,-37.7254,144.92048,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Moonee Ponds,53 Moore St,rent,house,3039,1305000,1957,4,1,1,449,1910,-37.77081,144.92074,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Yarraville,109 Powell St,rent,house,3013,1320000,1980,3,2,2,473,1920,-37.8217,144.8842,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,22 Furzer St,rent,house,3072,1200000,1800,3,1,1,847,1965,-37.7279,144.9849,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,13 Southernhay St,rent,house,3073,787000,1180,3,1,1,563,1940,-37.7258,145.0129,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,3/9 Cormac St,rent,townhouse,3072,660000,990,2,1,1,113,2013,-37.7479,145.0153,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Hawthorn East,1/1 Clifton Rd,rent,apartment,3123,935000,1402,3,2,1,144,1975,-37.8435,145.0497,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Kew,7 Gladstone St,rent,house,3101,1565000,2347,3,1,1,535,1947,-37.8027,145.0404,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Maribyrnong,6 Londrew Ct,rent,house,3032,975000,1462,3,1,2,597,1970,-37.76300000000001,144.8877,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oak Park,11 Hillcrest Rd,rent,house,3046,900000,1350,5,2,2,568,1995,-37.7129,144.9253,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Clayton,25 Panorama St,rent,house,3168,1462000,2193,3,1,1,816,1965,-37.92027,145.12937,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,55 Martin Rd,rent,house,3146,1950000,2925,5,2,2,794,1920,-37.8508,145.0592,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,33 Somerville St,rent,house,3108,1316000,1974,4,2,2,716,1965,-37.778,145.1173,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
South Morang,15 Vincent Dr,rent,house,3752,485000,727,4,2,2,196,2008,-37.63873,145.07805,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,30 College Pde,rent,house,3101,2590000,3885,4,2,2,660,1928,-37.8124,145.0361,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Meadow Heights,10 Castella Ct,rent,house,3048,450000,675,3,1,1,702,1970,-37.66059,144.92006,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,1/65 Blamey St,rent,house,3165,830000,1245,3,1,2,290,2006,-37.9292,145.0689,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Cremorne,72 Cubitt St,rent,house,3121,1000000,1500,2,1,2,176,1920,-37.8281,144.9923,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kensington,72 Bayswater Rd,rent,house,3031,1271000,1906,3,1,1,284,1900,-37.7938,144.9228,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ivanhoe,103 Waterdale Rd,rent,house,3079,1225000,1837,3,1,1,572,1930,-37.7709,145.0425,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ascot Vale,67 Hurtle St,rent,house,3032,1180000,1770,3,2,2,617,1930,-37.7742,144.906,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Footscray,9 Lynch St,rent,house,3011,1003000,1504,3,1,1,292,1900,-37.797,144.9051,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fawkner,1/71 Lynch Rd,rent,apartment,3060,333000,499,2,1,1,97,1970,-37.7118,144.9689,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Wantirna South,7 Cathies La,rent,house,3152,1180000,1770,5,2,4,738,1980,-37.86328,145.21477,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Greensborough,39 Scotland Av,rent,house,3088,1000000,1500,5,2,2,900,1955,-37.7008,145.09974,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glenroy,3/43 Grandview St,rent,apartment,3046,422000,633,2,1,1,136,1980,-37.70972,144.91109,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
West Footscray,8 View St,rent,house,3012,1074000,1611,3,2,2,355,1950,-37.7914,144.8742,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Armadale,25 Llaneast St,rent,house,3143,2200000,3300,4,1,2,495,1900,-37.8613,145.0264,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Albion,3 Clairmont St,rent,house,3020,787000,1180,3,1,3,716,1955,-37.77917,144.81407,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Malvern,31a Winter St,rent,house,3144,2300000,3450,3,2,2,313,1920,-37.8603,145.0322,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heidelberg,175 Cape St,rent,house,3084,1455000,2182,3,1,4,836,1905,-37.7509,145.0679,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ivanhoe,11 Abbotsford Gr,rent,house,3079,2090000,3135,4,3,2,608,1980,-37.7705,145.0396,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Yarraville,33A Severn St,rent,house,3013,780000,1170,2,1,1,178,2013,-37.81481,144.88013,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,5/26 Cornell St,rent,apartment,3124,755000,1132,2,1,1,92,1960,-37.8401,145.09113,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Thornbury,292 Rathmines St,rent,house,3071,1275000,1912,3,1,2,517,1950,-37.7638,145.0182,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hampton,75 Crisp St,rent,house,3188,3201000,4801,5,3,2,760,1935,-37.9416,145.0107,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Newport,211A Woods St,rent,house,3015,980000,1470,4,3,2,622,2005,-37.84471,144.86594,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oak Park,117A Vincent St,rent,townhouse,3046,790000,1185,2,2,1,208,2010,-37.71679,144.90901000000005,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Viewbank,28 Kuranga Rd,rent,house,3084,940000,1410,3,2,2,541,1960,-37.73136,145.09562,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,6 Buckley St,rent,house,3040,1425000,2137,3,2,2,684,1950,-37.7585,144.9317,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hampton,28 The Avenue,rent,house,3188,2550000,3825,4,2,2,726,1925,-37.93167,145.00134,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,26 Bradshaw St,rent,house,3040,1402000,2103,4,2,1,554,1940,-37.7508,144.8937,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Malvern East,50 The Boulevard,rent,house,3145,1555000,2332,3,2,2,691,1950,-37.8734,145.0887,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Thornbury,145 Shaftesbury Pde,rent,house,3071,1195000,1792,3,1,2,463,1930,-37.7593,144.9885,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Cairnlea,2 Gumleaf Ct,rent,house,3023,636000,954,3,2,2,585,2000,-37.75777,144.77974,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Newport,70 Anderson St,rent,house,3015,1262000,1893,3,2,2,343,1980,-37.84461,144.87515,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Gowanbrae,85 Marigold Cr,rent,house,3043,931000,1396,4,2,2,462,2008,-37.69953,144.89941000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,1/104 Cheddar Rd,rent,house,3073,410000,615,3,1,1,250,1960,-37.6974,145.0213,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hampton East,4 Besant St,rent,house,3188,1070000,1605,3,1,3,583,1970,-37.9428,145.0296,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,33 McCarron Pde,rent,house,3040,1635000,2452,4,1,2,638,1900,-37.7523,144.9052,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Williamstown North,6 Edina St,rent,house,3016,862000,1293,3,1,1,353,1940,-37.85432,144.88214,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Footscray,224 Ballarat Rd,rent,house,3011,690500,1035,2,1,1,212,1900,-37.7903,144.8879,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glenroy,149 Augustine Tce,rent,house,3046,447500,671,3,1,1,320,2000,-37.6949,144.9122,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,24 Brandon St,rent,house,3146,1931000,2896,3,2,2,648,1975,-37.8547,145.0771,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ivanhoe East,10 Carmichael St,rent,house,3079,1875000,2812,4,3,2,583,1975,-37.7719,145.0582,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Murrumbeena,5 Donal St,rent,house,3163,1255000,1882,3,1,2,557,1950,-37.9059,145.0733,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,6 Brooke St,rent,house,3070,1655000,2482,3,1,3,472,1924,-37.7765,145.0027,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Braybrook,80 South Rd,rent,house,3019,645000,967,4,2,1,283,1990,-37.7908,144.8485,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heathmont,21 Balfour Av,rent,house,3135,1825000,2737,5,3,2,779,1975,-37.83015,145.24171,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick,1/263 Albion St,rent,apartment,3056,659500,989,2,1,1,100,1970,-37.7601,144.9581,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Mitcham,2 Hardwood Ct,rent,house,3132,1150000,1725,5,2,2,588,1970,-37.81153,145.1855,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Flemington,10 Dartford St,rent,house,3031,1250000,1875,3,2,2,226,2002,-37.7824,144.9243,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,2/20 Crookston Rd,rent,apartment,3073,352000,528,2,1,1,117,2012,-37.7101,145.0223,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Hadfield,41 Davies St,rent,house,3046,772500,1158,4,2,2,595,1983,-37.7116,144.9468,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Thornbury,314A Gillies St,rent,house,3071,874000,1311,2,1,2,333,1985,-37.7642,145.0192,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,21 Grandview Tce,rent,house,3101,1800000,2700,4,2,2,586,1940,-37.7933,145.0343,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Alphington,77A Fulham Rd,rent,house,3078,1170000,1755,3,1,1,268,1994,-37.7753,145.0267,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,33 Gordon Gr,rent,house,3072,871000,1306,4,2,1,561,1950,-37.7369,145.0201,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,1 Bolinda Rd,rent,house,3104,1700000,2550,3,2,3,763,1960,-37.7935,145.0865,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,2 Franklin St,rent,house,3058,1008000,1512,2,1,3,457,1940,-37.7505,144.9725,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kealba,26 Calverton Rd,rent,house,3021,500000,750,4,1,2,574,1985,-37.7336,144.8226,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
West Melbourne,6/40 Batman St,rent,townhouse,3003,1130000,1695,3,2,2,116,2002,-37.8102,144.9515,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Gowanbrae,41 Balerno Cir,rent,house,3043,504000,756,3,2,1,215,2004,-37.709,144.8964,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carnegie,90 Truganini Rd,rent,house,3163,1550000,2325,4,2,2,757,1930,-37.8925,145.0541,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Canterbury,3 Leeds St,rent,house,3126,2725000,4087,4,2,2,650,2006,-37.83057,145.08482,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton,95 Cochrane St,rent,house,3186,3295888,4943,4,3,2,565,1990,-37.8975,144.9991,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,23 Alexandra St,rent,house,3044,780000,1170,3,1,1,446,1950,-37.7181,144.9422,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Nunawading,9 Patterson St,rent,house,3131,1218000,1827,3,1,1,757,1953,-37.82568,145.16752,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Footscray,27 Summerhill Rd,rent,house,3011,800000,1200,2,1,2,353,1930,-37.79047,144.88289,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fairfield,3 Gillies St,rent,house,3078,1500000,2250,3,1,2,574,1925,-37.783,145.0165,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Toorak,28 Warra St,rent,house,3142,2620000,3930,4,2,2,516,1925,-37.8398,145.0305,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,33 Thiele St,rent,house,3108,1396000,2094,4,1,2,658,1975,-37.7827,145.1358,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,79 North Rd,rent,house,3073,900000,1350,4,1,4,646,1950,-37.72328,145.01862,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,72 Bath Rd,rent,house,3146,1300000,1950,3,1,2,403,1960,-37.85574,145.09051000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Airport West,6 Kittyhawk St,rent,house,3042,773000,1159,4,3,4,531,1980,-37.7263,144.8679,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine North,25 Lodden St,rent,house,3020,626800,940,4,1,2,581,1950,-37.7712,144.8336,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Surrey Hills,1 Marne St,rent,house,3127,2125000,3187,4,2,2,702,1927,-37.8345,145.095,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Thornbury,10 Ethel St,rent,house,3071,898000,1347,3,2,2,210,2010,-37.7551,144.9993,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fawkner,62 Dowding Cl,rent,house,3060,615000,922,4,2,3,476,1977,-37.697,144.9655,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,13 Smith Rd,rent,house,3124,2177000,3265,3,1,2,635,1920,-37.8454,145.0707,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine,24 McIntosh St,rent,house,3020,571000,856,3,1,2,589,1960,-37.7856,144.8177,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Airport West,154 Halsey Rd,rent,townhouse,3042,840000,1260,3,2,1,303,2016,-37.718,144.878,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Preston,370 Gilbert Rd,rent,house,3072,930000,1395,4,2,2,604,1920,-37.7369,144.9905,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,10 Dumbarton St,rent,house,3073,851000,1276,3,1,1,826,1960,-37.7013,145.0244,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Strathmore,1 Lebanon St,rent,house,3041,995000,1492,3,2,3,653,1940,-37.7296,144.9225,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Meadow Heights,13 Allendale Ct,rent,house,3048,520000,780,3,1,1,631,1960,-37.66004,144.92338,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Box Hill,12 Barcelona St,rent,house,3128,1461400,2192,4,2,2,780,1927,-37.8244,145.1319,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Chadstone,2/15 Atkinson St,rent,house,3148,510000,765,2,1,2,897,1970,-37.88321,145.09593999999996,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,8 Aberdeen Gr,rent,house,3070,1320000,1980,3,1,1,227,1920,-37.77432,144.99111000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Caulfield North,123 Normanby Rd,rent,house,3161,2170000,3255,4,2,1,810,1915,-37.8698,145.0325,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,26 Hunter Rd,rent,house,3124,2105000,3157,3,1,2,692,1940,-37.8379,145.0849,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Clifton Hill,85 Roseneath St,rent,house,3068,1105000,1657,2,1,1,185,1910,-37.7927,144.9981,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,14 Dumblane St,rent,house,3104,1750000,2625,5,2,2,710,1955,-37.7907,145.0916,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Scoresby,72 Arnold Dr,rent,house,3179,1040000,1560,4,2,2,1134,1970,-37.89496,145.23404,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glenroy,91 Gowrie St,rent,house,3046,822000,1233,3,1,2,738,1960,-37.6972,144.941,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,58 Herbert St,rent,house,3070,950000,1425,2,1,1,191,1920,-37.7715,144.9951,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,17 Hartington St,rent,house,3101,2800000,4200,5,2,3,920,1900,-37.8017,145.0419,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,2 Jamieson St,rent,house,3070,2155000,3232,5,2,2,692,1920,-37.7784,145.0035,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Burwood,2/3 Havelock St,rent,townhouse,3125,745000,1117,3,1,2,228,1998,-37.8521,145.1187,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Armadale,44 Denbigh Rd,rent,house,3143,3625000,5437,4,1,2,709,1900,-37.8574,145.016,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Malvern East,8 Vickery St,rent,house,3145,3600000,5400,4,3,2,552,2015,-37.87421,145.04958,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn,11/22 Brenbeal St,rent,townhouse,3103,760000,1140,2,1,1,121,1960,-37.8112,145.0881,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Fairfield,9 Rushall St,rent,house,3078,1800000,2700,3,1,2,697,1925,-37.77662,145.02288,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Thornbury,201 Gooch St,rent,house,3071,1271000,1906,3,1,2,470,1950,-37.75937,145.01533999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Niddrie,19 Nolan St,rent,house,3042,1300000,1950,3,1,4,646,1950,-37.7415,144.88923,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ferntree Gully,42 Bryden Dr,rent,house,3156,850000,1275,4,2,1,738,1985,-37.89863,145.26708,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,22 Derby St,rent,house,3044,835000,1252,3,1,2,422,1950,-37.7337,144.9458,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Essendon,100 Bradshaw St,rent,house,3040,1980000,2970,2,1,6,856,1950,-37.74022,144.89557,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,63A Hunter St,rent,house,3055,1220000,1830,3,1,1,335,1940,-37.766,144.945,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor East,45 Nyah St,rent,house,3033,920000,1380,4,2,2,603,1975,-37.7323,144.8683,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Seaford,137 East Rd,rent,house,3198,512000,768,3,1,1,576,1983,-38.10505,145.15328,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,978 North Rd,rent,house,3165,959000,1438,3,2,2,557,1960,-37.9076,145.06799999999996,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Elwood,40 Wave St,rent,house,3184,1925000,2887,3,1,1,393,1923,-37.8835,144.9873,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,753 Gilbert Rd,rent,house,3073,755000,1132,3,1,1,482,1965,-37.7197,144.99295,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Cranbourne,48 Majestic Bvd,rent,house,3977,720008,1080,5,3,2,528,2006,-38.08902,145.29006,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ascot Vale,58 Fenton St,rent,house,3032,1340000,2010,4,2,2,683,1978,-37.775,144.93200000000004,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe Lower,135 MacEdon Rd,rent,house,3107,1100000,1650,4,2,4,654,1970,-37.7639,145.1145,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bayswater North,8 Kite Av,rent,house,3153,900000,1350,4,2,2,656,1975,-37.82778,145.28958,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Strathmore,18 Strathaird St,rent,house,3041,810000,1215,4,1,1,543,1960,-37.7199,144.9044,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Richmond,43 Type St,rent,house,3121,1270000,1905,3,1,1,152,1910,-37.8219,145.0096,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,91 Bruce St,rent,house,3072,1150000,1725,3,1,2,566,1910,-37.7418,144.9934,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Canterbury,12a View St,rent,house,3126,1850000,2775,3,2,2,361,1995,-37.8206,145.0785,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fawkner,42 Hedley St,rent,house,3060,1000000,1500,3,1,2,1069,1960,-37.6931,144.9596,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Highett,14 Ashwood Av,rent,house,3190,1550000,2325,4,2,2,613,1960,-37.94957,145.0246,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,1/221 Westgarth St,rent,townhouse,3070,865000,1297,3,1,2,184,2006,-37.7825,145.0104,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Burwood,33 Brockhoff Dr,rent,house,3125,1255000,1882,4,2,2,438,2005,-37.8599,145.1101,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
